,sentID.BTEC,split,lang,sent,revised,CODA
953,9906,corpus-6-test-corpus-26-train,KHA,داير بعض حبوب نوم.,داير شوية حبوب نوم.,داير شوية حبوب نوم.
954,9910,corpus-6-test-corpus-26-train,KHA,ح أكون هنا لحد التاسع. بأمل انك تقبض المجرمين بسرعة قدر الإمكان.,ح اكون هنا لحدي يوم تسعة. بتمنى تقبض المجرمين باسرع سرعة.,حاكون هنا لحدي يوم تسعة. بتمنى تقبض المجرمين باسرع سرعة.
955,9945,corpus-6-test-corpus-26-train,KHA,انا متأكد المجرم قريب.,,انا متأكد المجرم قريب.
956,9948,corpus-6-test-corpus-26-train,KHA,عشرة طابعات من فضلك.,,عشرة طابعات من فضلك.
957,9949,corpus-6-test-corpus-26-train,KHA,حصلت على قرحة حلق.,جاتني قرحة حلق.,جاتني قرحة حلق.
958,9955,corpus-6-test-corpus-26-train,KHA,أنا محتاج لبعض التذكارات من نيو يورك.,انا محتاج لي شوية تذكارات من نيو يورك.,انا محتاج لي شوية تذكارات من نيو يورك.
959,9969,corpus-6-test-corpus-26-train,KHA,أنا بغادر. ممكن ترسل حمال؟,انا ماشي. ممكن ترسل حمال؟,انا ماشي. ممكن ترسل حمال؟
960,9979,corpus-6-test-corpus-26-train,KHA,ساعتي وقفت.,,ساعتي وقفت.
961,9983,corpus-6-test-corpus-26-train,KHA,أوه، دا هو؟ كيف بتحبه؟,,اوه، ده هو؟ كيف بتحبه؟
962,10006,corpus-6-test-corpus-26-train,KHA,نحن فاتحين الساعة تسعة صباحا.,,نحن فاتحين الساعة تسعة صباحا.
963,10032,corpus-6-test-corpus-26-train,KHA,داير كتاب تلوين.,,داير كتاب تلوين.
964,10037,corpus-6-test-corpus-26-train,KHA,اظن اني حاسي بدوار الجو.,,اظن اني حاسي بدوار الجو.
965,10043,corpus-6-test-corpus-26-train,KHA,هل على أن أمشي لبنك ياباني؟,هل لازم امشي لبنك ياباني؟,هل لازم امشي لي بنك ياباني؟
966,10045,corpus-6-test-corpus-26-train,KHA,مفروض تحول القروش في البنك.,,مفروض تحول القروش في البنك.
967,10065,corpus-6-test-corpus-26-train,KHA,هل في زمن كافي للخروج؟,هل في زمن كافي عشان نمرق؟,هل في زمن كافي عشان نمرق؟
968,10069,corpus-6-test-corpus-26-train,KHA,زوجك واحد من أحسن عملائنا.,,زوجك واحد من احسن عملائنا.
969,10078,corpus-6-test-corpus-26-train,KHA,هل بتعرف دكتور أسنان كويس؟,,هل بتعرف دكتور اسنان كويس؟
970,10084,corpus-6-test-corpus-26-train,KHA,اوه. انت مفروض تنبه القنصلية الآن.,,اوه. انت مفروض تنبه القنصلية الآن.
971,10091,corpus-6-test-corpus-26-train,KHA,مهزوز، ما محرك.,,مهزوز، ما محرك.
972,10098,corpus-6-test-corpus-26-dev,KHA,داير طربيزة في الكافتيريا الرئيسية ول غرفة خاصة، سيدي؟,,داير طربيزة في الكافتيريا الرئيسية ولا غرفة خاصة، سيدي؟
973,10102,corpus-6-test-corpus-26-train,KHA,عدد كبير من الناس بيمشوا للشاطئ خلال الموسم.,,عدد كبير من الناس بيمشوا للشاطئ خلال الموسم.
974,10107,corpus-6-test-corpus-26-train,KHA,انا بوزن حوالي مئة و خمسين رطل.,,انا بوزن حوالي مئة و خمسين رطل.
975,10111,corpus-6-test-corpus-26-train,KHA,وين مفروض احول؟,,وين مفروض احول؟
976,10114,corpus-6-test-corpus-26-train,KHA,وين مكتب الممتلكات الضايعة؟,,وين مكتب الممتلكات الضايعة؟
977,10116,corpus-6-test-corpus-26-train,KHA,هل هناك أي بص بمشي هناك مباشرة؟,هل في اي بص بمشي هناك مباشرة؟,هل في اي بص بمشي هناك مباشرة؟
978,10125,corpus-6-test-corpus-26-train,KHA,هل انا محتاج لأي معاملة خاصة؟,,هل انا محتاج لأي معاملة خاصة؟
979,10129,corpus-6-test-corpus-26-train,KHA,داك ح يكون كاش ول شحن؟,,داك حيكون كاش ولا شحن؟
980,10134,corpus-6-test-corpus-26-test,KHA,نحن رحلنا للبيت دا قبل سنة.,,نحن رحلنا للبيت ده قبل سنة.
981,10155,corpus-6-test-corpus-26-train,KHA,كم من الزمن ح ياخد عشان احصل على فيزتي؟,فيزتي حتاخد كم زمن؟,فيزتي حتاخد كم زمن؟
982,10156,corpus-6-test-corpus-26-train,KHA,وين الحمامات؟,,وين الحمامات؟
983,10160,corpus-6-test-corpus-26-train,KHA,القيمة الكلية المستحقة متين و تلاتة وأربعين جنيه، يا مدام.,,القيمة الكلية المستحقة متين و ثلاثة وأربعين جنيه، يا مدام.
984,10164,corpus-6-test-corpus-26-train,KHA,دي هدية. ممكن تلفها في بعض ورق اللف الجميل؟,دي هدية. ممكن تلفها بي ورق لف جميل؟,دي هدية. ممكن تلفها بي ورق لف جميل؟
985,10182,corpus-6-test-corpus-26-train,KHA,ما اعظمه من منظر. ديل آثار عظيمة.,,ما اعظمه من منظر. ديل آثار عظيمة.
986,10187,corpus-6-test-corpus-26-dev,KHA,هناك في ناس اتجرحوا.,,هناك في ناس اتجرحوا.
987,10191,corpus-6-test-corpus-26-dev,KHA,اعزرني. وين المحطة البي هنا؟,اعذرني. وين المحطة البي هنا؟,اعذرني. وين المحطة البي هنا؟
988,10224,corpus-6-test-corpus-26-train,KHA,نعم، عندنا حجز ليك.,,نعم، عندنا حجز ليك.
989,10238,corpus-6-test-corpus-26-train,KHA,اعزرني، لكن انا داير أمشي لفندقي في المدينة بالبص. وين ممكن اخد بص؟,اعذرني، لكن انا داير امشي لي فندقي في المدينة بالبص. وين ممكن اخد بص؟,اعذرني، لكن انا داير امشي لي فندقي في المدينة بالبص. وين ممكن اخد بص؟
990,10243,corpus-6-test-corpus-26-test,KHA,جداد، من فضلك.,,جداد، من فضلك.
991,10257,corpus-6-test-corpus-26-train,KHA,دي غرفة اتنين صفر واحد . داير أطلب فطور بكرة.,,دي غرفة اثنين صفر واحد . داير اطلب فطور بكرة.
992,10272,corpus-6-test-corpus-26-test,KHA,ماذا تعتقد حول التحرش الجنسي في أماكن العمل؟,رايك شنو في التحرش الجنسي في اماكن العمل؟,رايك شنو في التحرش الجنسي في اماكن العمل؟
993,10318,corpus-6-test-corpus-26-dev,KHA,عندي اختين.,,عندي اختين.
994,10336,corpus-6-test-corpus-26-dev,KHA,رحلة رقم اتنين صفر تمنية، لي طوكيو.,,رحلة رقم اثنين صفر ثمانية، الى طوكيو.
995,10354,corpus-6-test-corpus-26-train,KHA,ثم خلينا نخت حشوة جوة.,خلينا نخت حشوة جوة.,خلينا نخت حشوة جوة.
996,10366,corpus-6-test-corpus-26-test,KHA,ورحكم سوا عشان نناقش دا اكتر.,,ورحكم سوا عشان نناقش ده اكثر.
997,10372,corpus-6-test-corpus-26-train,KHA,كيف داير شعرك يتعمل اليوم؟,كيف داير شعرك يتعمل الليلة؟,كيف داير شعرك يتعمل الليلة؟
998,10403,corpus-6-test-corpus-26-train,KHA,ممكن تقوله بي كلمات تانية؟,,ممكن تقوله بي كلمات ثانية؟
999,10408,corpus-6-test-corpus-26-train,KHA,ح اعمل بمهما يكون عندك.,,حاعمل بمهما يكون عندك.
1000,10411,corpus-6-test-corpus-26-train,KHA,دايرين طربيزة جنب المنصة.,,دايرين طربيزة جنب المنصة.
1001,10416,corpus-6-test-corpus-26-train,KHA,انا تمام. طيب، انت ماشى محل؟,,انا تمام. طيب، انت ماشي محل؟
1002,10433,corpus-6-test-corpus-26-train,KHA,علوه ألفين و اربعمية متر .,ارتقاعه الفين و اربعمية متر .,ارتقاعه الفين و اربعمية متر .
1003,10435,corpus-6-test-corpus-26-train,KHA,أدخل. من فضلك خته في الطربيزة هنا.,,ادخل. من فضلك خته في الطربيزة هنا.
1004,10440,corpus-6-test-corpus-26-train,KHA,من فضلك ألغى رقم بطاقتي.,,من فضلك الغي رقم بطاقتي.
1005,10468,corpus-6-test-corpus-26-train,KHA,انا آسف، كلهم اتباعوا، لكن ح يكونوا عندنا في أيام قليلة.,انا آسف، كلهم اتباعوا، لكن ح يكونوا عندنا بعد ايام قليلة.,انا آسف، كلهم اتباعوا، لكن حيكونوا عندنا بعد ايام قليلة.
1006,10473,corpus-6-test-corpus-26-test,KHA,ممكن اخد بعض القهوة؟,ممكن اخد شوية قهوة؟,ممكن اخد شوية قهوة؟
1007,10477,corpus-6-test-corpus-26-train,KHA,ما عندي موعد، لكنه مستعجل.,,ما عندي موعد، لكنه مستعجل.
1008,10479,corpus-6-test-corpus-26-train,KHA,دا مصنوع بشكل سئ.,دا مصنوع بي طريقة كعبة.,ده مصنوع بي طريقة كعبة.
1009,10480,corpus-6-test-corpus-26-train,KHA,وين المصعد؟,,وين المصعد؟
1010,10497,corpus-6-test-corpus-26-train,KHA,هل عندك دليل مناسبات؟,,هل عندك دليل مناسبات؟
1011,10500,corpus-6-test-corpus-26-train,KHA,وين المدخل للنفق؟,,وين المدخل للنفق؟
1012,10504,corpus-6-test-corpus-26-train,KHA,أنا فقدت تزكرتي الجوية.,انا ضيعت تزكرتي الجوية.,انا ضيعت تزكرتي الجوية.
1013,10559,corpus-6-test-corpus-26-train,KHA,ما بتقدر تقعد هنا خلال العطلة؟,,ما بتقدر تقعد هنا خلال العطلة؟
1014,10562,corpus-6-test-corpus-26-train,KHA,اوه، انا اسف لانى ازعجتك.,,اوه، انا اسف لاني ازعجتك.
1015,10563,corpus-6-test-corpus-26-dev,KHA,هل ممكن تحجز مناسبات؟,,هل ممكن تحجز مناسبات؟
1016,10565,corpus-6-test-corpus-26-train,KHA,في حمام عام قريب من هنا؟,,في حمام عام قريب من هنا؟
1017,10590,corpus-6-test-corpus-26-train,KHA,المجموع كم؟,,المجموع كم؟
1018,10593,corpus-6-test-corpus-26-train,KHA,داك جيد جا. الآن للأسئلة، من فضلك.,داك كويس شديد. اسي اللأسئلة، من فضلك.,داك كويس شديد. اسي اللأسئلة، من فضلك.
1019,10599,corpus-6-test-corpus-26-train,KHA,هل عندك اي فكة لعداد الباركنق؟,,هل عندك اي فكة لي عداد الباركنق؟
1020,10617,corpus-6-test-corpus-26-test,KHA,اعلى مبيعاتنا للاربعة سنوات السابقة هي آلة التصوير ايه اكس أربعمية وخمسين.,اعلى مبيعاتنا للاربعة سنوات الفاتت هي آلة التصوير ايه اكس اربعمية وخمسين.,اعلى مبيعاتنا للاربعة سنوات الفاتت هي آلة التصوير ايه اكس اربعمية وخمسين.
1021,10645,corpus-6-test-corpus-26-train,KHA,ألف على الشمال؟,الف شمال؟,الف شمال؟
1022,10662,corpus-6-test-corpus-26-test,KHA,هل هناك اي مضيفه بتتكلم ياباني؟,هل في اي مضيفه بتتكلم ياباني؟,هل في اي مضيفه بتتكلم ياباني؟
1023,10670,corpus-6-test-corpus-26-train,KHA,سعر رايع، ول لا؟,سعر سمح، ولا كيف؟,سعر سمح، ولا كيف؟
1024,10680,corpus-6-test-corpus-26-train,KHA,لازم تاخده تسعة وتسعين مرة في اليوم، قبل الوجبة.,,لازم تاخده تسعة وتسعين مرة في اليوم، قبل الوجبة.
1025,10707,corpus-6-test-corpus-26-train,KHA,انا أحبه.,,انا احبه.
1026,10733,corpus-6-test-corpus-26-train,KHA,داير ترايبود.,,داير ترايبود.
1027,10736,corpus-6-test-corpus-26-dev,KHA,داير جاكت رياضي.,,داير جاكت رياضي.
1028,10749,corpus-6-test-corpus-26-dev,KHA,ممكن تقعد في بيتي.,,ممكن تقعد في بيتي.
1029,10753,corpus-6-test-corpus-26-test,KHA,ممكن اتكي مقعدي، من فضلك؟,,ممكن اتكي مقعدي، من فضلك؟
1030,10756,corpus-6-test-corpus-26-train,KHA,عظيم. كنت بفتش لتاكسي، لكن دا أحسن.,سمح. كنت بفتش لتاكسي، لكن دا احسن.,سمح. كنت بفتش لي تاكسي، لكن ده احسن.
1031,10760,corpus-6-test-corpus-26-train,KHA,جاكيت عظيم. هل هو صناعة بريطانية؟,جاكيت سمح. هل هو صناعة بريطانية؟,جاكيت سمح. هل هو صناعة بريطانية؟
1032,10778,corpus-6-test-corpus-26-train,KHA,داير أمشي لمركز هارفارد. ممكن تكلمني لمن نصل هناك؟,,داير امشي لي مركز هارفارد. ممكن تكلمني لمن نصل هناك؟
1033,10790,corpus-6-test-corpus-26-train,KHA,اتنين بالغين و طفلين، من فضلك.,,اثنين بالغين و طفلين، من فضلك.
1034,10817,corpus-6-test-corpus-26-train,KHA,السعر كم؟,,السعر كم؟
1035,10824,corpus-6-test-corpus-26-train,KHA,حرب النجوم حقق أعظم نجاح في ألف تسعمية أربعة وتمانين.,ستر رواز حقق اعظم نجاح في الف تسعمية اربعة وتمانين.,ستر رواز حقق اعظم نجاح في الف تسعمية اربعة وثمانين.
1036,10830,corpus-6-test-corpus-26-train,KHA,وين قطاع غير المدخنين؟,وين حتة غير المدخنين؟,وين حتة غير المدخنين؟
1037,10831,corpus-6-test-corpus-26-train,KHA,"ديك ""ت"" زي ال في توم، نعم عندي منها هنا، يا تارو.","ديك ""ت"" زي الفي توم، نعم عندي منها هنا، يا تارو.","ديك ""ت"" زي الفي توم، نعم عندي منها هنا، يا تارو."
1038,10848,corpus-6-test-corpus-26-test,KHA,أعتقد أنه جميل.,,اعتقد انه جميل.
1039,10851,corpus-6-test-corpus-26-test,KHA,داير بعض التفاح، من فضلك.,داير شوية تفاح، من فضلك.,داير شوية تفاح، من فضلك.
1040,10869,corpus-6-test-corpus-26-train,KHA,هو لشنو؟,,هو لشنو؟
1041,10882,corpus-6-test-corpus-26-train,KHA,أي كردت كارد بتقبل؟,,اي كردت كارد بتقبل؟
1042,10922,corpus-6-test-corpus-26-train,KHA,عندي كتير من الزمن.,عندي زمن كتير.,عندي كتير من الزمن.
1043,10930,corpus-6-test-corpus-26-train,KHA,طيب، إنه زمن الغداء. داير تناقشه خلال الغداء؟,طيب، اسي زمن الغداء. داير تناقشه خلال الغداء؟,طيب، اسي زمن الغداء. داير تناقشه خلال الغداء؟
1044,10937,corpus-6-test-corpus-26-dev,KHA,مسجل الفيديو اتسرق من غرفتي.,,مسجل الفيديو اتسرق من غرفتي.
1045,10950,corpus-6-test-corpus-26-train,KHA,الو، اسمي اودا. عندي حجز لليلة، لكن ح أكون متأخر شوية في الدخول. عشان كدا احفظ حجزي.,,الو، اسمي اودا. عندي حجز لليلة، لكن حاكون متأخر شوية في الدخول. عشان كده احفظ حجزي.
1046,10953,corpus-6-test-corpus-26-train,KHA,هذه الأحذية قوية؟,الجزم دي قوية؟,الجزم دي قوية؟
1047,10955,corpus-6-test-corpus-26-test,KHA,من فضلك كلمه اني منتظر مكالمات الهاتفية.,من فضلك كلمه اني منتظر مكالمات هاتفية.,من فضلك كلمه اني منتظر مكالمات هاتفية.
1048,10964,corpus-6-test-corpus-26-train,KHA,هم بقولوا الأنفلونزا سائدة هناك.,هم بقولوا الأنفلونزا منتشرة هناك.,هم بقولوا الأنفلونزا منتشرة هناك.
1049,10973,corpus-6-test-corpus-26-train,KHA,جوة.,,جوة.
1050,10975,corpus-6-test-corpus-26-train,KHA,أنا آسف، نحن ملينا لليلة بكرة.,انا آسف، نحن اتملينا لليلة بكرة.,انا آسف، نحن اتملينا لليلة بكرة.
1051,10976,corpus-6-test-corpus-26-train,KHA,انا مع بعض الأصحاب.,انا مع ناس اصحاب.,انا مع ناس اصحاب.
1052,10985,corpus-6-test-corpus-26-train,KHA,طبقا لجورو، مستر يامادا عنده طفلين.,على حسب كلام جورو، مستر يامادا عنده طفلين.,على حسب كلام جورو، مستر يامادا عنده طفلين.
1053,10994,corpus-6-test-corpus-26-dev,KHA,ممكن تقول داك تاني؟,ممكن تقول تاني؟,ممكن تقول ثاني؟
1054,10997,corpus-6-test-corpus-26-train,KHA,داير اعمل التفاف إلى برج لندن.,دايرالف في برج لندن.,دايرالف في برج لندن.
1055,11019,corpus-6-test-corpus-26-train,KHA,من فضلك اربط حزام مقعدك.,,من فضلك اربط حزام مقعدك.
1056,11027,corpus-6-test-corpus-26-test,KHA,رقم المنطقة تلاتة. رقم الهاتف اتنين تلاتة أربعة تلاتة أربعة صفر صفر.,,رقم المنطقة ثلاثة. رقم الهاتف اثنين ثلاثة اربعة ثلاثة اربعة صفر صفر.
1057,11030,corpus-6-test-corpus-26-test,KHA,اعزرني. هل هناك اي كبرى قريب من هنا؟,اعذرني. هل في اي كبرى قريب من هنا؟,اعذرني. هل في اي كبرى قريب من هنا؟
1058,11041,corpus-6-test-corpus-26-dev,KHA,اعزرني، داير استخدم الحمام.,,اعذرني، داير استخدم الحمام.
1059,11046,corpus-6-test-corpus-26-train,KHA,إنه تعبان.,هو تعبان.,هو تعبان.
1060,11047,corpus-6-test-corpus-26-test,KHA,ملابسه دايما برة الموضة.,هدومه دايما برة الموضة.,هدومه دايما برة الموضة.
1061,11054,corpus-6-test-corpus-26-train,KHA,هل عندك طعام بحري؟,هل عندك اكل بحري؟,هل عندك اكل بحري؟
1062,11057,corpus-6-test-corpus-26-train,KHA,داك غالي شديد.,,داك غالي شديد.
1063,11058,corpus-6-test-corpus-26-train,KHA,داير، لكن آسف ما بقدر اعمله في الزمن دا.,,داير، لكن آسف ما بقدر اعمله في الزمن ده.
1064,11064,corpus-6-test-corpus-26-train,KHA,طيب، ما عارف لسة، لكن اكيد ح أحاول.,,طيب، ما عارف لسا، لكن اكيد حاحاول.
1065,11069,corpus-6-test-corpus-26-dev,KHA,ملح، من فضلك.,,ملح، من فضلك.
1066,11082,corpus-6-test-corpus-26-train,KHA,من فضلك استعمل غرفة القياس هناك.,,من فضلك استعمل غرفة القياس هناك.
1067,11100,corpus-6-test-corpus-26-train,KHA,تسعين دولار لتزكرة اتجاه واحد. كاش ول بطاقة؟,,تسعين دولار لي تزكرة اتجاه واحد. كاش ولا بطاقة؟
1068,11109,corpus-6-test-corpus-26-dev,KHA,ممكن تفضي لي الطربيزة، من فضلك؟,,ممكن تفضي لي الطربيزة، من فضلك؟
1069,11123,corpus-6-test-corpus-26-train,KHA,كيف الوالدين اليابانيين بربو أطفالهم؟ هل هم صارمين مع أطفالهم؟,,كيف الوالدين اليابانيين بربو اطفالهم؟ هل هم صارمين مع اطفالهم؟
1070,11126,corpus-6-test-corpus-26-train,KHA,ممكن توريني ساعات العمل؟,,ممكن توريني ساعات العمل؟
1071,11131,corpus-6-test-corpus-26-dev,KHA,من فضلك لفهم بشكل منفصل.,,من فضلك لفهم بشكل منفصل.
1072,11161,corpus-6-test-corpus-26-train,KHA,بطني تبدو تقيلة.,بطني شكلها تقيلة.,بطني شكلها تقيلة.
1073,11171,corpus-6-test-corpus-26-dev,KHA,داك شكله جيد. وين ممكن ننتظرك؟,داك شكله سمح. وين ممكن ننتظرك؟,داك شكله سمح. وين ممكن ننتظرك؟
1074,11174,corpus-6-test-corpus-26-train,KHA,ممكن نبدأ اللعب لم ينتهوا؟,ممكن نبدأ اللعب لمن ينتهوا؟,ممكن نبدأ اللعب لمن ينتهوا؟
1075,11190,corpus-6-test-corpus-26-train,KHA,سكان اليابان حوالي مية و عشرين مليون.,,سكان اليابان حوالي مية و عشرين مليون.
1076,11197,corpus-6-test-corpus-26-train,KHA,املأ العناصر التالية في بطاقة التسجيل.,املأ البيانات دي في بطاقة التسجيل.,املأ البيانات دي في بطاقة التسجيل.
1077,11199,corpus-6-test-corpus-26-train,KHA,ممكن أسترجع حاجاتي؟,,ممكن استرجع حاجاتي؟
1078,11240,corpus-6-test-corpus-26-train,KHA,هل عندك اوشحة حريرية؟ انا بفتش لهدية لزوجتي.,هل عندك طرح حريرية؟ انا بفتش لهدية لزوجتي.,هل عندك طرح حريرية؟ انا بفتش لي هدية لي زوجتي.
1079,11246,corpus-6-test-corpus-26-train,KHA,ح نجيبه أسي. كم رقم غرفتك؟,,حنجيبه اسي. كم رقم غرفتك؟
1080,11264,corpus-6-test-corpus-26-test,KHA,مستر كوباياشي كان بفتش عنك.,مستر كوباياشي كان بفتش ليك.,مستر كوباياشي كان بفتش ليك.
1081,11267,corpus-6-test-corpus-26-train,KHA,داير أسافر من شانغهاي إلى هاواي بالسفينة.,داير اسافر من شانغهاي لي هاواي بالسفينة.,داير اسافر من شانغهاي لي هاواي بالسفينة.
1082,11278,corpus-6-test-corpus-26-test,KHA,ممكن ترسل زول؟,,ممكن ترسل زول؟
1083,11282,corpus-6-test-corpus-26-train,KHA,ممكن تجهزه عند الساعة خمسة العصر بكرة؟,ممكن تجهزه الساعة خمسة العصر بكرة؟,ممكن تجهزه الساعة خمسة العصر بكرة؟
1084,11302,corpus-6-test-corpus-26-train,KHA,بياخد عشرة دقايق بالارجل.,بياخد عشرة دقايق كداري.,بياخد عشرة دقايق كداري.
1085,11316,corpus-6-test-corpus-26-train,KHA,قبل ما نسميه يوم، ممكن تديني بعض الدقايق؟,قبل ما اليوم اخلص، ممكن تديني دقايق؟,قبل ما اليوم اخلص، ممكن تديني دقايق؟
1086,11325,corpus-6-test-corpus-26-dev,KHA,وين ممكن أبركن عربيتي؟,,وين ممكن ابركن عربيتي؟
1087,11336,corpus-6-test-corpus-26-dev,KHA,أنا حاسي ببرود و معدتي بتوجع شديد.,انا حاسي بي برد و بطني بتوجع شديد.,انا حاسي بي برد و بطني بتوجع شديد.
1088,11342,corpus-6-test-corpus-26-train,KHA,سكوتش و موية، من فضلك. و هل عندك اي وجبة خفيفة؟,,سكوتش و موية، من فضلك. و هل عندك اي وجبة خفيفة؟
1089,11343,corpus-6-test-corpus-26-train,KHA,كيف ممكن أطفي الإضاءة دي؟,,كيف ممكن اطفي الإضاءة دي؟
1090,11360,corpus-6-test-corpus-26-train,KHA,هل هو مشغول جدا اليوم؟,هل هو مشغول شديد الليلة؟,هل هو مشغول شديد الليلة؟
1091,11374,corpus-6-test-corpus-26-train,KHA,داير خيط.,,داير خيط.
1092,11375,corpus-6-test-corpus-26-train,KHA,اديني شهادة طبية، من فضلك.,,اديني شهادة طبية، من فضلك.
1093,11378,corpus-6-test-corpus-26-train,KHA,دايرك تعمله أقل بواحد انش هنا.,,دايرك تعمله اقل بي واحد انش هنا.
1094,11392,corpus-6-test-corpus-26-train,KHA,انا ما حاسي كويس. من فضلك اديني بعض الدواء.,انا ما حاسي كويس. من فضلك اديني شوية دواء.,انا ما حاسي كويس. من فضلك اديني شوية دواء.
1095,11403,corpus-6-test-corpus-26-train,KHA,ممكن آخد جريدة يابانية، من فضلك؟,,ممكن آخد جريدة يابانية، من فضلك؟
1096,11404,corpus-6-test-corpus-26-train,KHA,كله تمام. ممكن اوقف العربية في أي مكان؟ كم سعر التوقيف؟,,كله تمام. ممكن اوقف العربية في اي مكان؟ كم سعر التوقيف؟
1097,11412,corpus-6-test-corpus-26-train,KHA,ياتو بص بمشي لمركز المدينة؟,,ياتو بص بمشي لي مركز المدينة؟
1098,11420,corpus-6-test-corpus-26-train,KHA,هل هناك اي اكسبريس لبوسطن؟,هل في اي اكسبريس لي بوسطن؟,هل في اي اكسبريس لي بوسطن؟
1099,11435,corpus-6-test-corpus-26-train,KHA,من فضلك ابقى لي صاحب بالمراسلة.,,من فضلك ابقى لي صاحب بالمراسلة.
1100,11438,corpus-6-test-corpus-26-dev,KHA,ح أقعد مع صاحب.,,حاقعد مع صاحب.
1101,11442,corpus-6-test-corpus-26-train,KHA,أنا متحمس جدا. ما قادر اكون قاعد.,,انا متحمس جدا. ما قادر اكون قاعد.
1102,11449,corpus-6-test-corpus-26-train,KHA,ممكن انزل في فندق الهيلتون؟,,ممكن انزل في فندق الهيلتون؟
1103,11450,corpus-6-test-corpus-26-train,KHA,دايرك تزحه.,,دايرك تزحه.
1104,11457,corpus-6-test-corpus-26-train,KHA,أمشي شمال بالشارع دا و اخد أول يمين.,,امشي شمال بالشارع ده و اخد اول يمين.
1105,11462,corpus-6-test-corpus-26-train,KHA,داير أعرف إذا ممكن احصل على الطقم دا من الصحون مشحون لطوكيو.,داير اعرف اذا ممكن للطقم دا من الصحون اتشحن لطوكيو.,داير اعرف اذا ممكن للطقم ده من الصحون اتشحن لي طوكيو.
1106,11467,corpus-6-test-corpus-26-train,KHA,داير بعض قوة الجسد.,داير شوية قوة جسد.,داير شوية قوة جسد.
1107,11478,corpus-6-test-corpus-26-train,KHA,هل هناك أي طعام ما حار شديد و سبايسي؟,هل في اي اكل ما حار شديد و سبايسي؟,هل في اي اكل ما حار شديد و سبايسي؟
1108,11479,corpus-6-test-corpus-26-train,KHA,هل هو قريب كفاية للمشي؟,,هل هو قريب كفاية للمشي؟
1109,11491,corpus-6-test-corpus-26-dev,KHA,داير بعض كريم اليد.,داير شوية كريم يد.,داير شوية كريم يد.
1110,11493,corpus-6-test-corpus-26-train,KHA,ممكن تمرر لي الملح؟,,ممكن تمرر لي الملح؟
1111,11500,corpus-6-test-corpus-26-train,KHA,داير أمشي لى وول استريت. كيف اوصل هناك؟,داير امشي لي وول استريت. كيف اصل هناك؟,داير امشي لي وول استريت. كيف اصل هناك؟
1112,11541,corpus-6-test-corpus-26-train,KHA,تمارين كتيرة شديد ح تاذيك.,,تمارين كثيرة شديد حتاذيك.
1113,11544,corpus-6-test-corpus-26-train,KHA,متضمن الفطور، ضرائب، و رسوم خدمة، ح تكون خمسة وأربعين دولار للنفر الواحد.,,متضمن الفطور، ضرائب، و رسوم خدمة، حتكون خمسة وأربعين دولار للنفر الواحد.
1114,11550,corpus-6-test-corpus-26-train,KHA,ممكن تصلح دا؟,,ممكن تصلح ده؟
1115,11574,corpus-6-test-corpus-26-train,KHA,مساء الخير . اهلا.,,مساء الخير . اهلا.
1116,11576,corpus-6-test-corpus-26-train,KHA,ما قادر ألقى عفشك.,,ما قادر القى عفشك.
1117,11595,corpus-6-test-corpus-26-train,KHA,أمشي دغري، من فضلك.,,امشي دغري، من فضلك.
1118,11600,corpus-6-test-corpus-26-train,KHA,هل الموية هنا صالحة للشرب؟,,هل الموية هنا صالحة للشرب؟
1119,11622,corpus-6-test-corpus-26-train,KHA,اااه، ياللا. دولارين فقط.,,اااه، ياللا. دولارين فقط.
1120,11626,corpus-6-test-corpus-26-train,KHA,ممكن من فضلك تغير الفستان دا لواحد مقاس أكبر؟,,ممكن من فضلك تغير الفستان ده لي واحد مقاس اكبر؟
1121,11631,corpus-6-test-corpus-26-train,KHA,طيب، خلينا نمشي. ممكن اساعدك في واجبك المنزلي بعد ناخد بعض البيتزا.,طيب، خلينا نمشي. ممكن اساعدك في واجبك المنزلي بعد ناخد شوية بيتزا.,طيب، خلينا نمشي. ممكن اساعدك في واجبك المنزلي بعد ناخد شوية بيتزا.
1122,11633,corpus-6-test-corpus-26-train,KHA,نعم، مستر. تاناكا. هناك في رسالتين ليك.,نعم، مستر. تاناكا. في رسالتين ليك.,نعم، مستر. تاناكا. في رسالتين ليك.
1123,11643,corpus-6-test-corpus-26-train,KHA,ما بناسبني.,,ما بناسبني.
1124,11646,corpus-6-test-corpus-26-train,KHA,بكرة يوم آخر.,بكرة يوم تاني.,بكرة يوم تاني.
1125,11663,corpus-6-test-corpus-26-train,KHA,ربما اقدر اساعدك. هل أنت محتاج لفيتامين سي؟,امكن اقدر اساعدك. هل انت محتاج لي فيتامين سي؟,امكن اقدر اساعدك. هل انت محتاج لي فيتامين سي؟
1126,11689,corpus-6-test-corpus-26-train,KHA,محفظتي إتنشلت في القطر.,,محفظتي اتنشلت في القطر.
1127,11704,corpus-6-test-corpus-26-train,KHA,هو بعيد جدا. أحسن تاخد تكسي.,,هو بعيد جدا. احسن تاخد تكسي.
1128,11708,corpus-6-test-corpus-26-train,KHA,داير مقعد ممر، من فضلك.,,داير مقعد ممر، من فضلك.
1129,11709,corpus-6-test-corpus-26-train,KHA,ساكن في شقة بتمنين ألف ين في الشهر.,,ساكن في شقة بي ثمانين الف ين في الشهر.
