,raw,coda
3998,الكورة,الكورة
3999,ما,ما
4000,انا,انا
4001,اوكي,اوكي
4002,و,و
4003,كم,كم
4004,تاني,ثاني
4005,ممكن,ممكن
4006,استلف,استلف
4007,شوية,شوية
4008,كتان,كتان
4009,نوع,نوع
4010,الجلد,الجلد
4011,المصنوعة,المصنوعة
4012,منه,منه
4013,الشنطة,الشنطة
4014,دي,دي
4015,شنو,شنو
4016,ما,ما
4017,اعتقد,اعتقد
4018,ان,ان
4019,السكين,السكين
4020,دي,دي
4021,نضيفة,نظيفة
4022,ممكن,ممكن
4023,تجيب,تجيب
4024,لي,لي
4025,واحدة,واحدة
4026,تانية,ثانية
4027,اشتريت,اشتريت
4028,دا,ده
4029,قبل,قبل
4030,لحظة,لحظة
4031,لكن,لكن
4032,ممكن,ممكن
4033,تبدل,تبدل
4034,دا,ده
4035,بي,بي
4036,داك,داك
4037,هل,هل
4038,دا,ده
4039,الشارع,الشارع
4040,الصحيح,الصحيح
4041,لي,لي
4042,سنترال,سنترال
4043,استيشن,استيشن
4044,قارب,قارب
4045,مع,مع
4046,دليل,دليل
4047,من,من
4048,فضلك,فضلك
4049,داير,داير
4050,اطلب,اطلب
4051,لي,لي
4052,بدلة,بدلة
4053,غامضة,غامضة
4054,اللون,اللون
4055,الشمسية,الشمسية
4056,دي,دي
4057,تنفع,تنفع
4058,عصاية,عصاية
4059,هل,هل
4060,مفروض,مفروض
4061,اخلي,اخلي
4062,عفشي,عفشي
4063,كله,كله
4064,في,في
4065,غرفة,غرفة
4066,الامانات,الامانات
4067,من,من
4068,فضلك,فضلك
4069,وريني,وريني
4070,جوازك,جوازك
4071,هل,هل
4072,هناك,هناك
4073,اي,اي
4074,مكان,مكان
4075,بقبل,بقبل
4076,الغسيل,الغسيل
4077,في,في
4078,ايام,ايام
4079,الأحد,الأحد
4080,اتنين,اثنين
4081,بيرقر,بيرقر
4082,جبنة,جبنة
4083,من,من
4084,فضلك,فضلك
4085,لكن,لكن
4086,البقشيش,البقشيش
4087,ما,ما
4088,ضروري,ضروري
4089,ممكن,ممكن
4090,تشوف,تشوف
4091,واحد,واحد
4092,في,في
4093,قاعة,قاعة
4094,كارنيغي,كارنيغي
4095,انا,انا
4096,ما,ما
4097,معتمد,معتمد
4098,ما,ما
4099,هي,هي
4100,خصوصيات,خصوصيات
4101,البيت,البيت
4102,داير,داير
4103,اعمل,اعمل
4104,موعد,موعد
4105,مع,مع
4106,دكتور,دكتور
4107,انا,انا
4108,بسال,بسال
4109,اذا,اذا
4110,في,في
4111,طربيزة,طربيزة
4112,فاضية,فاضية
4113,متاحة,متاحة
4114,جنب,جنب
4115,الشباك,الشباك
4116,لي,لي
4117,سبعة,سبعة
4118,الليلة,الليلة
4119,ما,ما
4120,بتمانع,بتمانع
4121,اني,اني
4122,اجي,اجي
4123,مكانك,مكانك
4124,شكله,شكله
4125,انو,انو
4126,في,في
4127,مجال,مجال
4128,للتحسين,للتحسين
4129,وين,وين
4130,التحت,التحت
4131,الواطة,الواطة
4132,عندك,عندك
4133,مقاس,مقاس
4134,اصغر,اصغر
4135,وين,وين
4136,ممكن,ممكن
4137,القى,القى
4138,اسبرين,اسبرين
4139,داك,داك
4140,زر,زر
4141,الروك,الروك
4142,من,من
4143,فضلك,فضلك
4144,اديني,اديني
4145,مرور,مرور
4146,اسبوع,اسبوع
4147,واحد,واحد
4148,دي,دي
4149,كليتي,كليتي
4150,نوع,نوع
4151,البنزين,البنزين
4152,هناك,هناك
4153,شنو,شنو
4154,ممتاز,ممتاز
4155,عادي,عادي
4156,ونقي,ونقي
4157,دا,ده
4158,واحد,واحد
4159,حيصيبني,حيصيبني
4160,برد,برد
4161,هو,هو
4162,انجليس,انجليس
4163,مشوي,مشوي
4164,مع,مع
4165,صلصة,صلصة
4166,خاصة,خاصة
4167,فوق,فوق
4168,صحن,صحن
4169,رز,رز
4170,هو,هو
4171,قال,قال
4172,"""خلينا","""خلينا"
4173,"نحتفل""","نحتفل"""
4174,و,و
4175,اخدني,اخدني
4176,للبار,للبار
4177,هو,هو
4178,قال,قال
4179,ان,انو
4180,ماشى,ماشي
4181,يعمل,يعمل
4182,مكالمة,مكالمة
4183,هاتفية,هاتفية
4184,و,و
4185,غادر,غادر
4186,و,و
4187,نهائي,نهائي
4188,ما,ما
4189,جا,جا
4190,راجع,راجع
4191,و,و
4192,انا,انا
4193,علقت,علقت
4194,مع,مع
4195,فاتورة,فاتورة
4196,كبيرة,كبيرة
4197,كم,كم
4198,سعره,سعره
4199,للجالون,للجالون
4200,عندي,عندي
4201,جوازي,جوازي
4202,و,و
4203,الكردت,الكردت
4204,كارد,كارد
4205,في,في
4206,شنطتي,شنطتي
4207,حجز,حجز
4208,الساعة,الساعة
4209,سبعة,سبعة
4210,تحت,تحت
4211,اسم,اسم
4212,مانو,مانو
4213,ممكن,ممكن
4214,توريني,توريني
4215,وين,وين
4216,القى,القى
4217,القنصلية,القنصلية
4218,اليابانية,اليابانية
4219,هل,هل
4220,هناك,هناك
4221,طبيب,طبيب
4222,الفندق,الفندق
4223,او,او
4224,واحد,واحد
4225,في,في
4226,الاتصال,الاتصال
4227,هو,هو
4228,دائما,دايما
4229,بتسوق,بتسوق
4230,في,في
4231,شارع,شارع
4232,بوند,بوند
4233,ورقة,ورقة
4234,انجليزي,انجليزي
4235,من,من
4236,فضلك,فضلك
4237,هل,هل
4238,هناك,هناك
4239,اي,اي
4240,محل,محل
4241,بشغل,بشغل
4242,موسيقى,موسيقى
4243,ريفية,ريفية
4244,داير,داير
4245,اراجع,اراجع
4246,حاجاتي,حاجاتي
4247,القيمة,القيمة
4248,اي,اي
4249,واحدات,واحدات
4250,صوفية,صوفية
4251,تانية,ثانية
4252,كم,كم
4253,السعر,السعر
4254,بي,بي
4255,الشيت,الشيت
4256,طيب,طيب
4257,اضغط,اضغط
4258,تسعة,تسعة
4259,و,و
4260,صفر,صفر
4261,واحد,واحد
4262,واحد,واحد
4263,بعده,بعده
4264,مفتاح,مفتاح
4265,الدولة,الدولة
4266,و,و
4267,رقم,رقم
4268,الهاتف,الهاتف
4269,ممكن,ممكن
4270,احصل,احصل
4271,على,على
4272,دايت,دايت
4273,كوكا,كوكا
4274,ممكن,ممكن
4275,اطلب,اطلب
4276,عندنا,عندنا
4277,قيادة,قيادة
4278,جميلة,جميلة
4279,شكرا,شكرا
4280,ليك,ليك
4281,اعذرني,اعذرني
4282,ممكن,ممكن
4283,تسمح,تسمح
4284,لي,لي
4285,اعبر,اعبر
4286,داير,داير
4287,اأجر,اأجر
4288,شمسية,شمسية
4289,نعم,نعم
4290,و,و
4291,انا,انا
4292,داير,داير
4293,اراجع,اراجع
4294,الرسوم,الرسوم
4295,محفظة,محفظة
4296,بمية,بمية
4297,دولار,دولار
4298,و,و
4299,اتنين,اثنين
4300,كردت,كردت
4301,كارد,كارد
4302,موية,موية
4303,ساخنة,ساخنة
4304,شديد,شديد
4305,انت,انت
4306,هنا,هنا
4307,قدر,قدر
4308,قهوة,قهوة
4309,من,من
4310,فضلك,فضلك
4311,غير,غير
4312,مرجح,مرجح
4313,بشكل,بشكل
4314,عالي,عالي
4315,بطني,بطني
4316,بتوجع,بتوجع
4317,بعد,بعد
4318,الوجبات,الوجبات
4319,وااااو,وااااو
4320,داك,داك
4321,مكان,مكان
4322,جميل,جميل
4323,هو,هو
4324,احتمال,احتمال
4325,يكون,يكون
4326,عنده,عنده
4327,جلطة,جلطة
4328,انت,انت
4329,قررت,قررت
4330,انا,انا
4331,ضيعت,ضيعت
4332,اثر,اثر
4333,بريد,بريد
4334,مسجل,مسجل
4335,ما,ما
4336,بتقدر,بتقدر
4337,تغير,تغير
4338,شغلك,شغلك
4339,بسهولة,بسهولة
4340,المحطة,المحطة
4341,الجاية,الجاية
4342,شنو,شنو
4343,كله,كله
4344,تمام,تمام
4345,لكن,لكن
4346,ما,ما
4347,المدرجات,المدرجات
4348,هي,هي
4349,حارة,حارة
4350,شديد,شديد
4351,الليلة,الليلة
4352,مفروض,مفروض
4353,احصل,احصل
4354,رحلة,رحلة
4355,عشرة,عشرة
4356,صباحا,صباحا
4357,انا,انا
4358,لسة,لسا
4359,حاسي,حاسي
4360,بنفسي,بنفسي
4361,بستفرغ,بستفرغ
4362,ما,ما
4363,داير,داير
4364,اي,اي
4365,شي,شي
4366,كبير,كبير
4367,راجع,راجع
4368,من,من
4369,فضلك,فضلك
4370,كم,كم
4371,سعر,سعر
4372,فطر,فطر
4373,طازج,طازج
4374,اشحن,اشحن
4375,من,من
4376,فضلك,فضلك
4377,بتاخد,بتاخد
4378,فيزا,فيزا
4379,اتنين,اثنين
4380,صفر,صفر
4381,اتنين,اثنين
4382,تسعة,تسعة
4383,تلاتة,ثلاثة
4384,تسعة,تسعة
4385,ستة,ستة
4386,سبعة,سبعة
4387,صفر,صفر
4388,صفر,صفر
4389,داير,داير
4390,سني,سني
4391,تتقلع,تتقلع
4392,داير,داير
4393,شنطة,شنطة
4394,كريمات,كريمات
4395,انا,انا
4396,بسال,بسال
4397,كم,كم
4398,من,من
4399,البقشيش,البقشيش
4400,مفروض,مفروض
4401,اخلي,اخلي
4402,وين,وين
4403,ممكن,ممكن
4404,"اشوف""الخيال","اشوف""الخيال"
4405,بتاع,بتاع
4406,"اوبرا""","اوبرا"""
4407,ما,ما
4408,متوسط,متوسط
4409,رسوم,رسوم
4410,الفاكس,الفاكس
4411,العالمي,العالمي
4412,شهريا,شهريا
4413,مقلي,مقلي
4414,بالجنبتين,بالجنبتين
4415,من,من
4416,فضلك,فضلك
4417,اوكي,اوكي
4418,دا,دا
4419,شكله,شكله
4420,واضح,واضح
4421,جدا,جدا
4422,انتو,انتم
4423,الاتنين,الاتنين
4424,من,من
4425,فضلكم,فضلكم
4426,ادوني,ادوني
4427,رخصكم,رخصكم
4428,و,و
4429,تسجيلاتكم,تسجيلاتكم
4430,و,و
4431,يا,يا
4432,ولد,ولد
4433,آسف,آسف
4434,لازم,لازم
4435,نعمل,نعمل
4436,ليك,ليك
4437,اختبار,اختبار
4438,تحليل,تحليل
4439,تنفس,تنفس
4440,هل,هل
4441,دا,ده
4442,معمول,معمول
4443,من,من
4444,القطن,القطن
4445,عندي,عندي
4446,دواي,دواي
4447,الخاص,الخاص
4448,ممكن,ممكن
4449,اشوف,اشوف
4450,شنو,شنو
4451,في,في
4452,الرحلة,الرحلة
4453,دي,دي
4454,نعم,نعم
4455,هناك,هناك
4456,في,في
4457,مشروب,مشروب
4458,واحد,واحد
4459,على,على
4460,الأقل,الأقل
4461,كم,كم
4462,سعره,سعره
4463,في,في
4464,اليوم,اليوم
4465,هل,هل
4466,البص,البص
4467,بقيف,بقيف
4468,جنب,جنب
4469,الفندق,الفندق
4470,داير,داير
4471,سي,سي
4472,دي,دي
4473,في,في
4474,رحلات,رحلات
4475,الخطوط,الخطوط
4476,الجوية,الجوية
4477,اليابانية,اليابانية
4478,وأول,وأول
4479,نيبون,نيبون
4480,البغادروا,البغادروا
4481,عشرة,عشرة
4482,و,و
4483,خمسة,خمسة
4484,وخمسين,وخمسين
4485,لكن,لكن
4486,لسوء,لسوء
4487,الحظ,الحظ
4488,الرحلتين,الرحلتين
4489,ملانات,ملانات
4490,هو,هو
4491,بناسبني,بناسبني
4492,تمام,تمام
4493,ممكن,ممكن
4494,طربيزة,طربيزة
4495,لي,لي
4496,خمسة,خمسة
4497,هي,هي
4498,ما,ما
4499,بتفهم,بتفهم
4500,انجليزي,انجليزي
4501,نهائي,نهائي
4502,من,من
4503,فضلك,فضلك
4504,اصرف,اصرف
4505,شيك,شيك
4506,السفر,مسافر
4507,ممكن,ممكن
4508,تهتم,تهتم
4509,بيها,بيها
4510,من,من
4511,تسعة,تسعة
4512,صباحا,صباحا
4513,لي,لي
4514,ثلاثة,ثلاثة
4515,كده,كده
4516,كم,كم
4517,سعر,سعر
4518,البريد,البريد
4519,الجوي,الجوي
4520,لليابان,لليابان
4521,انا,انا
4522,اتقفلت,اتقفلت
4523,ممكن,ممكن
4524,تفتح,تفتح
4525,بابي,بابي
4526,من,من
4527,فضلك,فضلك
4528,ياتو,ياتو
4529,جولة,جولة
4530,احسن,احسن
4531,عشن,عشن
4532,تشوف,تشوف
4533,احسن,احسن
4534,الأماكن,الأماكن
4535,المعروفة,المعروفة
4536,هل,هل
4537,في,في
4538,اي,اي
4539,مضيفه,مضيفة
4540,بتتكلم,بتتكلم
4541,ياباني,ياباني
4542,كم,كم
4543,شنطة,شنطة
4544,ممكن,ممكن
4545,اجيبها,اجيبها
4546,في,في
4547,الطيارة,الطيارة
4548,لا,لا
4549,يا,يا
4550,سيدي,سيدي
4551,بعد,بعد
4552,الظهر,الظهر
4553,محجوز,محجوز
4554,كله,كله
4555,لكن,لكن
4556,بكرة,بكرة
4557,اوكي,اوكي
4558,انا,انا
4559,حاسأل,حاسأل
4560,البواب,البواب
4561,عن,عن
4562,الأجرة,الأجرة
4563,الصاح,الصاح
4564,انا,انا
4565,حقيقة,حقيقة
4566,آسف,آسف
4567,عندنا,عندنا
4568,حفلة,حفلة
4569,ليلة,ليلة
4570,الجمعة,الجمعة
4571,لي,لي
4572,ماتنضم,ماتنضم
4573,لينا,لينا
4574,طيب,طيب
4575,غرفتك,غرفتك
4576,تسعة,تسعة
4577,صفر,صفر
4578,تمنية,ثمانية
4579,يا,يا
4580,انسة,انسة
4581,دا,ده
4582,مفتاحك,مفتاحك
4583,انه,انه
4584,مهم,مهم
4585,جدا,جدا
4586,ان,ان
4587,عندنا,عندنا
4588,وصول,وصول
4589,للمواد,للمواد
4590,الخام,الخام
4591,البنحتاج,البنحتاج
4592,ليها,ليها
4593,للمشروع,للمشروع
4594,اعذرني,اعذرني
4595,ضابط,ضابط
4596,هل,هل
4597,القطر,القطر
4598,ده,ده
4599,بمشي,بمشي
4600,مباشرة,مباشرة
4601,لي,لي
4602,ادينبره,ادينبره
4603,هل,هل
4604,دا,ده
4605,ف,في
4606,الحد,الحد
4607,بتاع,بتاع
4608,اعفاء,اعفاء
4609,الضرائب,الضرائب
4610,شيل,شيل
4611,حاجاتي,حاجاتي
4612,القيمة,القيمة
4613,من,من
4614,فضلك,فضلك
4615,كيف,كيف
4616,الرحلات,الرحلات
4617,السياحية,السياحية
4618,مزحومة,مزحومة
4619,داير,داير
4620,اشتري,اشتري
4621,شوية,شوية
4622,تذكارات,تذكارات
4623,هل,هل
4624,هناك,هناك
4625,اي,اي
4626,متجر,متجر
4627,مناسب,مناسب
4628,قريب,قريب
4629,هنا,هنا
4630,لغاية,لغاية
4631,متين,متين
4632,بفتح,بفتح
4633,هو,هو
4634,طالع,طالع
4635,اسى,اسي
4636,مايومي,مايومي
4637,ممكن,ممكن
4638,تملى,تملي
4639,الورقة,الورقة
4640,دي,دي
4641,بتوقيعك,بتوقيعك
4642,هنا,هنا
4643,واحد,واحد
4644,ليك,ليك
4645,سيدي,سيدي
4646,ما,ما
4647,عندي,عندي
4648,عفش,عفش
4649,للتسجيل,للتسجيل
4650,اكيد,اكيد
4651,اخد,اخد
4652,زمنك,زمنك
4653,انا,انا
4654,هنا,هنا
4655,في,في
4656,مهمة,مهمة
4657,وسائط,وسائط
4658,الإعلام,الإعلام
4659,هل,هل
4660,عندك,عندك
4661,افلام,افلام
4662,صيف,صيف
4663,متين,متين
4664,القطر,القطر
4665,التاني,الثاني
4666,لي,لي
4667,واشنطن,واشنطن
4668,دي,دي
4669,سي,سي
4670,الواحدات,الواحدات
4671,الأطول,الأطول
4672,هم,هم
4673,الموضة,الموضة
4674,اسي,اسي
4675,ممكن,ممكن
4676,خريطة,خريطة
4677,النفق,النفق
4678,هل,هل
4679,هي,هي
4680,رحلة,رحلة
4681,طويلة,طويلة
4682,هل,هل
4683,ممكن,ممكن
4684,تبدل,تبدل
4685,ده,ده
4686,لواحد,لواحد
4687,جديد,جديد
4688,نفرين,نفرين
4689,وين,وين
4690,ممكن,ممكن
4691,اشيل,اشيل
4692,عفشي,عفشي
4693,انا,انا
4694,ما,ما
4695,حاسي,حاسي
4696,كويس,كويس
4697,ممكن,ممكن
4698,اتكي,اتكي
4699,على,على
4700,المقعد,المقعد
4701,حداشر,حدعشر
4702,و,و
4703,خمسة,خمسة
4704,وأربعين,وأربعين
4705,صباحا,صباحا
4706,ممكن,ممكن
4707,توريني,توريني
4708,كافيتريا,كافيتريا
4709,شعبية,شعبية
4710,بين,بين
4711,الناس,الناس
4712,الشباب,الشباب
4713,عربيته,عربيته
4714,كانت,كانت
4715,جارية,جارية
4716,بالسرعة,بالسرعة
4717,الكاملة,الكاملة
4718,ممكن,ممكن
4719,اخلي,اخلي
4720,رسالة,رسالة
4721,انا,انا
4722,متصل,متصل
4723,عشان,عشان
4724,اأكد,اأكد
4725,موعدي,موعدي
4726,مع,مع
4727,مستر,مستر
4728,ابرت,ابرت
4729,الأربعاء,الأربعاء
4730,الجاي,الجاي
4731,الساعة,الساعة
4732,حداشر,حدعشر
4733,صباحا,صباحا
4734,هل,هل
4735,ممكن,ممكن
4736,بطريقة,بطريقة
4737,ما,ما
4738,توضح,توضح
4739,مرضك,مرضك
4740,بالانجليزي,بالانجليزي
4741,هل,هل
4742,ممكن,ممكن
4743,ترسل,ترسل
4744,تكسي,تكسي
4745,لي,لي
4746,المدخل,المدخل
4747,الرئيسي,الرئيسي
4748,بتاع,بتاع
4749,وستمنستر,وستمنستر
4750,مول,مول
4751,كم,كم
4752,مرة,مرة
4753,ابدل,ابدل
4754,قطرات,قطرات
4755,عشان,عشان
4756,اصل,اصل
4757,هنا,هنا
4758,هل,هل
4759,داك,داك
4760,صحيح,صحيح
4761,خليني,خليني
4762,اراجع,اراجع
4763,اوه,اوه
4764,انا,انا
4765,آسف,آسف
4766,جدا,جدا
4767,انسة,انسة
4768,تاكانو,تاكانو
4769,دي,دي
4770,غلطتنا,غلطتنا
4771,هي,هي
4772,فاتورتك,فاتورتك
4773,الجديدة,الجديدة
4774,توقعي,توقعي
4775,هنا,هنا
4776,من,من
4777,فضلك,فضلك
4778,رجع,رجع
4779,خمسة,خمسة
4780,دولارات,دولارات
4781,من,من
4782,فضلك,فضلك
4783,سداد,سداد
4784,البانيو,البانيو
4785,ما,ما
4786,بتقفل,بتقفل
4787,بشكل,بشكل
4788,كامل,كامل
4789,رايك,رايك
4790,شنو,شنو
4791,في,في
4792,الموديلات,الموديلات
4793,البلاستيكية,البلاستيكية
4794,دي,دي
4795,ياتو,ياتو
4796,اصناف,اصناف
4797,عندك,عندك
4798,الكعوب,الكعوب
4799,عالية,عالية
4800,جدا,جدا
4801,لي,لي
4802,اتقفلت,اتقفلت
4803,برة,برة
4804,غرفتي,غرفتي
4805,من,من
4806,متين,متين
4807,كنت,كنت
4808,في,في
4809,باريس,باريس
4810,بيتهجى,بيتهجى
4811,ج-و-ر-و-ه,ج-و-ر-و-ه
4812,داير,داير
4813,تشرب,تشرب
4814,حاجة,حاجة
4815,ارقد,ارقد
4816,هنا,هنا
4817,اعملها,اعملها
4818,برقية,برقية
4819,مستعجلة,مستعجلة
4820,من,من
4821,فضلك,فضلك
4822,داير,داير
4823,كورة,كورة
4824,بالتأكيد,بالتأكيد
4825,حنكون,حنكون
4826,سعيدين,سعيدين
4827,نعمل,نعمل
4828,كده,كده
4829,الطريق,الطريق
4830,للنجاح,للنجاح
4831,هو,هو
4832,"""جنمياكو""","""جنمياكو"""
4833,صاح,صاح
4834,عندي,عندي
4835,حوالي,حوالي
4836,الفين,الفين
4837,و,و
4838,خمسمية,خمسمية
4839,دولار,دولار
4840,بالين,بالين
4841,الياباني,الياباني
4842,داير,داير
4843,شوية,شوية
4844,حبوب,حبوب
4845,نوم,نوم
4846,انا,انا
4847,متأكد,متأكد
4848,المجرم,المجرم
4849,قريب,قريب
4850,عشرة,عشرة
4851,طابعات,طابعات
4852,من,من
4853,فضلك,فضلك
4854,جاتني,جاتني
4855,قرحة,قرحة
4856,حلق,حلق
4857,انا,انا
4858,محتاج,محتاج
4859,لي,لي
4860,شوية,شوية
4861,تذكارات,تذكارات
4862,من,من
4863,نيو,نيو
4864,يورك,يورك
4865,انا,انا
4866,ماشي,ماشي
4867,ممكن,ممكن
4868,ترسل,ترسل
4869,حمال,حمال
4870,ساعتي,ساعتي
4871,وقفت,وقفت
4872,اوه,اوه
4873,دا,ده
4874,هو,هو
4875,كيف,كيف
4876,بتحبه,بتحبه
4877,نحن,نحن
4878,فاتحين,فاتحين
4879,الساعة,الساعة
4880,تسعة,تسعة
4881,صباحا,صباحا
4882,داير,داير
4883,كتاب,كتاب
4884,تلوين,تلوين
4885,اظن,اظن
4886,اني,اني
4887,حاسي,حاسي
4888,بدوار,بدوار
4889,الجو,الجو
4890,مفروض,مفروض
4891,تحول,تحول
4892,القروش,القروش
4893,في,في
4894,البنك,البنك
4895,هل,هل
4896,في,في
4897,زمن,زمن
4898,كافي,كافي
4899,عشان,عشان
4900,نمرق,نمرق
4901,زوجك,زوجك
4902,واحد,واحد
4903,من,من
4904,احسن,احسن
4905,عملائنا,عملائنا
4906,هل,هل
4907,بتعرف,بتعرف
4908,دكتور,دكتور
4909,اسنان,اسنان
4910,كويس,كويس
4911,اوه,اوه
4912,انت,انت
4913,مفروض,مفروض
4914,تنبه,تنبه
4915,القنصلية,القنصلية
4916,الآن,الآن
4917,مهزوز,مهزوز
4918,ما,ما
4919,محرك,محرك
4920,داير,داير
4921,طربيزة,طربيزة
4922,في,في
4923,الكافتيريا,الكافتيريا
4924,الرئيسية,الرئيسية
4925,ول,ولا
4926,غرفة,غرفة
4927,خاصة,خاصة
4928,سيدي,سيدي
4929,عدد,عدد
4930,كبير,كبير
4931,من,من
4932,الناس,الناس
4933,بيمشوا,بيمشوا
4934,للشاطئ,للشاطئ
4935,خلال,خلال
4936,الموسم,الموسم
4937,انا,انا
4938,بوزن,بوزن
4939,حوالي,حوالي
4940,مئة,مئة
4941,و,و
4942,خمسين,خمسين
4943,رطل,رطل
4944,وين,وين
4945,مفروض,مفروض
4946,احول,احول
4947,وين,وين
4948,مكتب,مكتب
4949,الممتلكات,الممتلكات
4950,الضايعة,الضايعة
4951,هل,هل
4952,في,في
4953,اي,اي
4954,بص,بص
4955,بمشي,بمشي
4956,هناك,هناك
4957,مباشرة,مباشرة
4958,هل,هل
4959,انا,انا
4960,محتاج,محتاج
4961,لأي,لأي
4962,معاملة,معاملة
4963,خاصة,خاصة
4964,نحن,نحن
4965,رحلنا,رحلنا
4966,للبيت,للبيت
4967,دا,ده
4968,قبل,قبل
4969,سنة,سنة
4970,فيزتي,فيزتي
4971,حتاخد,حتاخد
4972,كم,كم
4973,زمن,زمن
4974,وين,وين
4975,الحمامات,الحمامات
4976,القيمة,القيمة
4977,الكلية,الكلية
4978,المستحقة,المستحقة
4979,متين,متين
4980,و,و
4981,تلاتة,ثلاثة
4982,وأربعين,وأربعين
4983,جنيه,جنيه
4984,يا,يا
4985,مدام,مدام
4986,دي,دي
4987,هدية,هدية
4988,ممكن,ممكن
4989,تلفها,تلفها
4990,بي,بي
4991,ورق,ورق
4992,لف,لف
4993,جميل,جميل
4994,ما,ما
4995,اعظمه,اعظمه
4996,من,من
4997,منظر,منظر
4998,ديل,ديل
4999,آثار,آثار
5000,عظيمة,عظيمة
5001,هناك,هناك
5002,في,في
5003,ناس,ناس
5004,اتجرحوا,اتجرحوا
5005,اعذرني,اعذرني
5006,وين,وين
5007,المحطة,المحطة
5008,البي,البي
5009,هنا,هنا
5010,نعم,نعم
5011,عندنا,عندنا
5012,حجز,حجز
5013,ليك,ليك
5014,اعذرني,اعذرني
5015,لكن,لكن
5016,انا,انا
5017,داير,داير
5018,امشي,امشي
5019,لي,لي
5020,فندقي,فندقي
5021,في,في
5022,المدينة,المدينة
5023,بالبص,بالبص
5024,وين,وين
5025,ممكن,ممكن
5026,اخد,اخد
5027,بص,بص
5028,جداد,جداد
5029,من,من
5030,فضلك,فضلك
5031,دي,دي
5032,غرفة,غرفة
5033,اتنين,اثنين
5034,صفر,صفر
5035,واحد,واحد
5036,داير,داير
5037,اطلب,اطلب
5038,فطور,فطور
5039,بكرة,بكرة
5040,رايك,رايك
5041,شنو,شنو
5042,في,في
5043,التحرش,التحرش
5044,الجنسي,الجنسي
5045,في,في
5046,اماكن,اماكن
5047,العمل,العمل
5048,عندي,عندي
5049,اختين,اختين
5050,رحلة,رحلة
5051,رقم,رقم
5052,اتنين,اثنين
5053,صفر,صفر
5054,تمنية,ثمانية
5055,لي,الى
5056,طوكيو,طوكيو
5057,خلينا,خلينا
5058,نخت,نخت
5059,حشوة,حشوة
5060,جوة,جوة
5061,ورحكم,ورحكم
5062,سوا,سوا
5063,عشان,عشان
5064,نناقش,نناقش
5065,دا,ده
5066,اكتر,اكثر
5067,كيف,كيف
5068,داير,داير
5069,شعرك,شعرك
5070,يتعمل,يتعمل
5071,الليلة,الليلة
5072,ممكن,ممكن
5073,تقوله,تقوله
5074,بي,بي
5075,كلمات,كلمات
5076,تانية,ثانية
5077,دايرين,دايرين
5078,طربيزة,طربيزة
5079,جنب,جنب
5080,المنصة,المنصة
5081,انا,انا
5082,تمام,تمام
5083,طيب,طيب
5084,انت,انت
5085,ماشى,ماشي
5086,محل,محل
5087,ارتقاعه,ارتقاعه
5088,الفين,الفين
5089,و,و
5090,اربعمية,اربعمية
5091,متر,متر
5092,ادخل,ادخل
5093,من,من
5094,فضلك,فضلك
5095,خته,خته
5096,في,في
5097,الطربيزة,الطربيزة
5098,هنا,هنا
5099,من,من
5100,فضلك,فضلك
5101,الغى,الغي
5102,رقم,رقم
5103,بطاقتي,بطاقتي
5104,ممكن,ممكن
5105,اخد,اخد
5106,شوية,شوية
5107,قهوة,قهوة
5108,ما,ما
5109,عندي,عندي
5110,موعد,موعد
5111,لكنه,لكنه
5112,مستعجل,مستعجل
5113,دا,ده
5114,مصنوع,مصنوع
5115,بي,بي
5116,طريقة,طريقة
5117,كعبة,كعبة
5118,وين,وين
5119,المصعد,المصعد
5120,هل,هل
5121,عندك,عندك
5122,دليل,دليل
5123,مناسبات,مناسبات
5124,وين,وين
5125,المدخل,المدخل
5126,للنفق,للنفق
5127,انا,انا
5128,ضيعت,ضيعت
5129,تزكرتي,تزكرتي
5130,الجوية,الجوية
5131,ما,ما
5132,بتقدر,بتقدر
5133,تقعد,تقعد
5134,هنا,هنا
5135,خلال,خلال
5136,العطلة,العطلة
5137,اوه,اوه
5138,انا,انا
5139,اسف,اسف
5140,لانى,لاني
5141,ازعجتك,ازعجتك
5142,هل,هل
5143,ممكن,ممكن
5144,تحجز,تحجز
5145,مناسبات,مناسبات
5146,في,في
5147,حمام,حمام
5148,عام,عام
5149,قريب,قريب
5150,من,من
5151,هنا,هنا
5152,المجموع,المجموع
5153,كم,كم
5154,داك,داك
5155,كويس,كويس
5156,شديد,شديد
5157,اسي,اسي
5158,اللأسئلة,اللأسئلة
5159,من,من
5160,فضلك,فضلك
5161,اعلى,اعلى
5162,مبيعاتنا,مبيعاتنا
5163,للاربعة,للاربعة
5164,سنوات,سنوات
5165,الفاتت,الفاتت
5166,هي,هي
5167,آلة,آلة
5168,التصوير,التصوير
5169,ايه,ايه
5170,اكس,اكس
5171,اربعمية,اربعمية
5172,وخمسين,وخمسين
5173,الف,الف
5174,شمال,شمال
5175,هل,هل
5176,في,في
5177,اي,اي
5178,مضيفه,مضيفه
5179,بتتكلم,بتتكلم
5180,ياباني,ياباني
5181,سعر,سعر
5182,سمح,سمح
5183,ولا,ولا
5184,كيف,كيف
5185,لازم,لازم
5186,تاخده,تاخده
5187,تسعة,تسعة
5188,وتسعين,وتسعين
5189,مرة,مرة
5190,في,في
5191,اليوم,اليوم
5192,قبل,قبل
5193,الوجبة,الوجبة
5194,انا,انا
5195,احبه,احبه
